fcidcode,consumed_mean,inedible_mean,fl_mean,FLper100gram,fcid_desc,Foodgroup_FCID,my_sum,my_consumed_sum,my_inedible_sum,my_prop,my_consumed_prop,my_inedible_prop
1001106000,0.022169000009633687,0.11577144621900927,2.6159420011367747e-6,0.0018964285477232141,Citron,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.008595461500144093,0.02065810328144491,0.13261430419227488
1001107000,0.02994727402197875,0.15639131024287853,2.3853003758506075e-6,0.001280089352004627,Citrus hybrids,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.007837619311893583,0.02790626006923763,0.17914369619554893
1400112000,0.12577332559518065,0,9.634236740590837e-5,0.0766,"Coconut, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.3165617240406565,0.11720142311637688,0
1400111000,2.573954483041457,0,0.001971649134009756,0.0766,"Coconut, meat",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,6.478444176441514,2.39853026881239,0
1307130000,0.10603908891631227,0.002945530059161405,5.08351392264801e-6,0.00466443244050064,Cranberry,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.01670340863389916,0.09881214532687871,0.0033740566610368705
1307131000,0.058533249992952154,0,1.827026767741368e-5,0.031213485804416397,"Cranberry, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.060032440455596095,0.05454399942386127,0
1302137000,0.0058807512500005975,0,5.039803821250512e-6,0.0857,"Currant, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.016559785994877986,0.00547995699590448,0
2303141000,0.08923516167897758,0.013728486961289855,6.636418974065565e-5,0.06445399965624536,Date,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.21805943620163545,0.08315346589831203,0.01572575799511121
2302153000,0.0422858699602616,0,4.270872865986422e-6,0.0101,Fig,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.014033232875822064,0.03940393651518913,0
2302154000,0.06980383377373953,0,2.9876040855160512e-5,0.04279999999999999,"Fig, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.0981666867368125,0.06504645256493692,0
1302174000,4.5578738585054615e-7,1.266075990778204e-8,3.9653502568997516e-10,0.08464864879506794,Gooseberry,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.3029346771815608e-6,4.247238435287432e-7,1.450269406274619e-8
1304175000,5.963642739783273,0.3786440043983831,9.613392096530636e-4,0.015157611890301011,Grape,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,3.1587681078407126,5.5571991338601485,0.4337305339079658
1304178000,1.790686643281915,0,0.0015346184532926011,0.08569999999999998,"Grape, raisin",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,5.042448887228806,1.6686449368734042,0
1003180000,1.6022162737457397,2.6703603494284813,1.409950320896251e-4,0.0033000000825000025,Grapefruit,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.46328143724566784,1.493019497851415,3.0588542447002056
2302183000,0.1571953205336007,0.11037118885701984,3.762627192292266e-5,0.014062399666018004,Guava,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.12363239382482186,0.1464818965912671,0.12642839742589773
901187000,0.6800487231183245,12.240877016129842,1.1805645833334115e-4,9.13684210526316e-4,Honeydew melon,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.38790987797383614,0.6337009676795619,14.021725055817141
1302191000,0.00466032359067286,1.2945342478922639e-4,1.0520680505943982e-6,0.021964864902858146,Huckleberry,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.0034568849081845453,0.004342705851379758,1.482867875836505e-4
1304195000,0.432678249955877,0.14774379498954862,9.837372690996819e-5,0.016948654477659926,"Kiwifruit, fuzzy",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.32323636453440996,0.4031896779890451,0.16923810845552006
1002197000,0,0,0,0,Kumquat,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0,0,0
1002199000,0.10322914918706567,0.5390855648947213,4.643453588732588e-5,0.007229249909634376,Lemon,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.1525745851104978,0.09619371305135042,0.6175137257365835
1002201000,0.004210403265029802,0.021987663927833072,1.0020759770770928e-6,0.003824999644821462,"Lemon, peel",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.0032926209669184017,0.003923449206897976,0.025186510558804675
1002206000,0.020552963964994633,0.0082211857915274935,5.869926508402468e-6,0.020399999854285717,Lime,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.01928740288956071,0.019152205879569142,0.009417234292092833
2401211000,0.036333733127526725,0.001009270372727683,2.0084197660902948e-5,0.05378302701539826,Lychee,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.06599265109110085,0.03385745911961439,0.0011561027575656467
2402215000,1.6166150870968001,0.8949119740222029,4.3834518086629734e-4,0.01745333298025441,Mango,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.4403144734373485,1.5064369805167221,1.0251070762628434
2402216000,0.034792636957619597,0,3.280646961690707e-5,0.09429141475211596,"Mango, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.1077954887475458,0.032421394171680516,0
1202230000,0.4435763082151947,0.060883017390682644,5.074512965981827e-5,0.010059310450623781,Nectarine,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.1667383329298754,0.41334499455679086,0.06974050382956894
1001240000,6.964322225638138,5.082072838061473,6.106317727439519e-4,0.005069000057818282,Orange,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,2.0064137091359573,6.489678729756661,5.821431581661633
1001242000,0.004201202873539344,0.0030657428066312047,2.6887698390651803e-7,0.003699999913859377,"Orange, peel",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,8.834759189764242e-4,0.003914875855030187,0.0035117584034042512
2402245000,0.4805449328151495,0.33740387959145945,2.4487608686394387e-4,0.029937825344284987,Papaya,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.8046137781458096,0.44779407502171753,0.38649064328997373
2402246000,0.013809528431813227,0,5.053458834337733e-5,0.36594000000000004,"Papaya, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.16604653633084096,0.01286835962327926,0
2405252000,0.013163702430693468,0.009242600111147213,8.058292079973314e-6,0.035964399145845524,Passionfruit,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.026477933876296655,0.012266548976557401,0.010587247742837425
1202260000,3.3969066871861124,0.46624212162812806,3.6740942728604993e-4,0.009510620622424923,Peach,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.207233794042406,3.1653953336112215,0.5340727490600516
1202261000,0.013680686240184845,0,9.077408934087447e-6,0.066352,"Peach, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.029826547752246267,0.012748298488338115,0
1100266000,2.937733953316556,0.4196763000290362,4.6304562572175564e-4,0.013791749913801566,Pear,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.5214751882770745,2.7375168656524203,0.48073235959283245
1100267000,0.013651103309865985,0,9.69228335000485e-6,0.07100000000000001,"Pear, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.03184690193714216,0.012720731740644073,0
2402277000,0.3804871917658311,0.03407347993345254,9.28198504312745e-5,0.022389931502862066,Persimmon,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.3049874387446094,0.35455562728809586,0.039030615755081634
2403279000,2.150355061728365,7.526242716049277,9.483065822222088e-4,0.0098,Pineapple,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,3.1159455042512776,2.003800664786793,8.62118832896785
2403280000,0.025276320073719553,0,5.5165568560892924e-5,0.21825,"Pineapple, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.18126300984221336,0.02355364835720372,0
1203285000,0.5406051153857916,0.048412398497650985,4.928156231856876e-5,0.00836673972453743,Plum,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.16192934376684667,0.5037609411008188,0.05545561319930155
1203287000,0.08388358719933917,0,4.554878784924116e-5,0.05429999999999999,"Plum, prune, dried",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.14966419445318319,0.07816662038111805,0
1203286000,0.02995869518203789,0,2.7310346527945738e-6,0.009115999999999999,"Plum, prune, fresh",fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.008973632902967325,0.02791690283634454,0
2402289000,0.08413555308087976,0.05907390237290603,4.984947384489046e-5,0.03480878667329132,Pomegranate,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.16379538730216395,0.07840141388565158,0.06766819207117226
1301320000,1.041111211188418,0.05479532695944891,3.2266118657151455e-4,0.02944239999852788,Raspberry,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.0602000371418996,0.9701557543801871,0.06276715368977019
2403346000,0.0078033855206878985,0.0011147692597690288,5.560633996650792e-6,0.062351844451458256,Soursop,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.01827112964042555,0.007271556856928616,0.001276950012696077
2302358000,0.0031991177570765343,3.253339923853e-4,2.3041469693867105e-6,0.06537603954256267,Starfruit,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.007570965471493892,0.002981086427284613,3.726647842737869e-4
1307359000,7.18408372050292,0.7305847473890096,0.00373902821317295,0.047241754071460675,Strawberry,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,12.285697863452086,6.694462691876223,0.8368729172234706
2302368000,0.044123087294503024,0,4.293794116977268e-5,0.09731400000000001,Tamarind,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,0.14108547515956035,0.041115940909827016,0
1001369000,2.9117590493383476,3.441169547346852,5.581842097581613e-4,0.008786250329484388,Tangerine,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,1.8340815212568522,2.713312244385143,3.9418036142155186
901399000,8.627798567628291,10.618829603620874,0.0010767492612400106,0.005594482584998816,Watermelon,fruit_exc_juice,0.030433991253325045,107.31382115581667,87.29936557307914,3.5379824232629073,8.039783202856013,12.16369618944338
1100010000,9.358292833084489,0,0.0033596271270773317,0.0359,"Apple, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,12.738307939486502,16.43108004506634,NA
1202014000,0.036589311745415715,0,5.665854923777624e-6,0.015485000000000002,"Apricot, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.02148256399582105,0.06424269049985004,NA
1301056000,0.1949037928650036,0,7.550572935590239e-5,0.03874,"Blackberry, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.2862863036136187,0.34220769522515226,NA
1201091000,0.06524788168541279,0,1.764302720773562e-5,0.02704,"Cherry, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.06689501693373544,0.11456076293678814,NA
1307132000,3.1122704138346715,0,1.901597222852984e-4,0.006109999999999999,"Cranberry, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.7210065309433991,5.464454383263211,NA
1304176000,4.781570520590093,0,0.00411215064770748,0.086,"Grape, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,15.59156396311924,8.39537396042884,NA
1003181000,0.8838304376698624,0,2.3686655729552314e-4,0.0268,"Grapefruit, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.8980994120086307,1.5518096010288005,NA
1002200000,3.5111599980088792,0,0.0059479050366270415,0.1694,"Lemon, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,22.55198064711722,6.164815742285717,NA
1002207000,1.1221562625208996,0,3.2430315986853997e-4,0.0289,"Lime, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,1.2296226217662918,1.970256723252818,NA
2402217000,0.3850527601447864,0,1.3536914835650109e-4,0.03515599999999999,"Mango, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.5132634759891473,0.6760669746457799,NA
1001241000,28.870903266758344,0,0.008430303753893436,0.0292,"Orange, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,31.96420351978893,50.690882515707536,NA
2402247000,0.08161815782410622,0,4.159098086400806e-5,0.05095800000000002,"Papaya, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.15769569113222312,0.14330332553792607,NA
2405253000,0.07051146764809815,0,4.533605323902119e-5,0.064296,"Passionfruit, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.1718954470468274,0.1238024487676925,NA
1202262000,0.02883515846008535,0,4.888136062153668e-6,0.016952,"Peach, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.018533777724312653,0.05062812258821702,NA
1100268000,0.6833172091541614,0,1.4554656554983638e-4,0.0213,"Pear, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.5518520066009092,1.1997529848702906,NA
2403281000,1.4038904788484547,0,8.760276588014357e-4,0.0624,"Pineapple, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,3.3215323186855676,2.464919322775932,NA
1203288000,0.3651825242186081,0,5.1191286244964484e-5,0.014018000000000001,"Plum, prune, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.19409605391954185,0.6411792613800499,NA
2402290000,0.4722841129951857,0,0.0014385774081833358,0.30460000000000004,"Pomegranate, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,5.454486860322906,0.829225821744169,NA
1301321000,0.024843962242087778,0,9.624550972584805e-6,0.03874,"Raspberry, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.03649229198084385,0.04362047004910865,NA
1307360000,1.0323490664626274,0,6.589484091230951e-4,0.06383000000000001,"Strawberry, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,2.4984581425697936,1.8125752685926662,NA
1001370000,0.29497844111591076,0,2.451270845673219e-4,0.08310000000000001,"Tangerine, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.9294198937616871,0.5179165114826728,NA
901400000,0.17503662447500634,0,2.184457073448079e-5,0.01248,"Watermelon, juice",fruit_juice,0.026374202468940806,56.95482468235219,0,0.0828255214928517,0.30732536787044584,NA
1500120000,4.97371832062141,0,1.7408014122174934e-4,0.0034999999999999996,"Corn, field, flour",gr_refined,0.008014825105575272,107.65546964171462,0,2.1719767921155975,4.620033089980763,NA
1500123000,2.9966066559593822,0,4.644740316737042e-4,0.0155,"Corn, field, starch",gr_refined,0.008014825105575272,107.65546964171462,0,5.795186115173079,2.7835154738837806,NA
1500325000,0.9179079645744068,0,0.0012299966725297052,0.134,"Rice, flour",gr_refined,0.008014825105575272,107.65546964171462,0,15.346519185728644,0.8526347687017414,NA
1500323000,17.26620983660052,0,0.0026417301049998796,0.015300000000000001,"Rice, white",gr_refined,0.008014825105575272,107.65546964171462,0,32.96054586596331,16.03839534959417,NA
1500402000,81.5010268639589,0,0.003504544155150233,0.0043,"Wheat, flour",gr_refined,0.008014825105575272,107.65546964171462,0,43.72577204101936,75.70542131783955,NA
9500006000,0.0019892123131168386,0,1.5265783637233798e-6,0.07674285714285715,"Amaranth, grain",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.07430062359811142,0.005921476523924734,0
1500027000,8.182619096768261e-5,2.4795816015056063e-5,9.905275748719474e-9,0.009290085629623409,"Barley, bran",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,4.821031022908342e-4,2.4357976554956862e-4,4.6795349182337734e-4
1500026000,11.927410387452609,3.6143668672069844,8.466988855290432e-4,0.005447889721075456,"Barley, flour",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,41.209974338424054,35.50545114505745,68.21133029916157
1500025000,0.21801306775244847,0.06606456750507547,1.6132967013681187e-5,0.005679069737065441,"Barley, pearled barley",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.7852132180627966,0.6489801285123606,1.246788774002419
1500065000,0.03879467962231663,0.011755963792301292,3.6466998844977625e-6,0.00721395344978583,Buckwheat,gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.17748979150502484,0.11548379382228174,0.2218617972893579
1500122000,0.09048503832037223,0,3.1669763412130275e-6,0.003499999999999999,"Corn, field, bran",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.15414100098907976,0.26935537581756513,0
1500121000,4.829835397369283,0,1.690442389079249e-4,0.0034999999999999996,"Corn, field, meal",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,8.227610625826264,14.377428055998093,0
1500126000,1.4294255891829504,0,1.0005979124280653e-5,7e-4,"Corn, pop",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.48700447111698525,4.255106412337475,0
1500226000,0.22874114917400895,0,8.463422519438331e-6,0.0036999999999999997,"Millet, grain",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.411926165018355,0.6809154236367841,0
1500231000,0.25807634046921696,0.07820494571376214,2.0129954556598922e-5,0.005986046617427801,"Oat, bran",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.9797519813584646,0.7682402634409566,1.4759053463855087
1500232000,0.03922860743972546,0.01188745589647009,3.059831380298586e-6,0.005986046617427801,"Oat, flour",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.14892611153399718,0.11677550781727418,0.22434335261528995
1500233000,5.004361652959259,1.516473263048357,3.903402089308222e-4,0.005986046479609519,"Oat, groats/rolled oats",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,18.998383331098047,14.89695687575753,28.61930247705402
1500326000,0.0061772507559889715,0,9.451193656663128e-7,0.015300000000000001,"Rice, bran",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.046000231571723706,0.01838840685470688,0
1500324000,1.8934996758934162,0,4.601204212421001e-4,0.0243,"Rice, brown",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,22.394680182109912,5.636559659784987,0
1500329000,3.3915407730724653e-4,0,4.680326266840002e-8,0.0138,"Rye, flour",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.0022779777870076405,0.0010095920347594667,0
1500328000,0.5488585124192139,0,1.0977170248384279e-5,0.002,"Rye, grain",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.5342736502620696,1.633839070277126,0
1500381000,0.03064089469457556,0,1.675035576636797e-6,0.005466666666666666,"Triticale, flour",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.0815262359605196,0.09121165066673405,0
1500404000,0.7780912934157341,0,3.345792561687657e-5,0.0043,"Wheat, bran",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,1.6284422710995634,2.3162179808811976,0
1500403000,0.2818188362797043,0,1.2118209960027285e-5,0.0043,"Wheat, germ",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.5898095887634534,0.8389167973806116,0
1500401000,5.948231735001735,0,5.353408561501561e-5,9e-4,"Wheat, grain",gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,2.6055759988952003,17.706664263749726,0
1500405000,0.0390804722843856,0,9.4965547651057e-6,0.0243,Wild rice,gr_whole,0.0020545969734797522,33.59318077306833,5.298777858978966,0.4622101019170652,0.11633453988291705,0
1800002000,0.0011453228433514406,0,2.7487748240434574e-8,0.0024000000000000002,"Alfalfa, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,6.764455079034175e-4,0.005314578292474735,0
603035000,0.7949808124643479,0,1.5979114330533394e-4,0.0201,"Bean,  great northern, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,3.9322974055999103,3.6889055285877332,0
603030000,0.6325357909898486,0,1.2713969398895958e-4,0.020100000000000003,"Bean, black, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,3.1287784696942182,2.9351208731427216,0
603032000,0.0432276219534709,0,8.688752012647653e-6,0.020100000000000003,"Bean, broad, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.2138213438522588,0.20058674512853175,0
602031000,8.530868472186648e-4,0,2.981538531029233e-7,0.034949999999999995,"Bean, broad, succulent",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.007337262871859718,0.003958531750364152,0
603034000,0.02712226390756586,0,3.742872419244089e-6,0.0138,"Bean, cowpea, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.09210828084233184,0.12585394226847732,0
602033000,0.15103220461404684,0,6.70582988486368e-5,0.0444,"Bean, cowpea, succulent",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,1.6502364845250825,0.700826392109353,0
603036000,0.83706084372067,0,1.6824922958785468e-4,0.0201,"Bean, kidney, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,4.140442300599146,3.8841671720271496,0
603038000,0.07666230619078625,0,1.540912354434804e-5,0.020100000000000003,"Bean, lima, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.37920284743331983,0.3557318625902805,0
602037000,0.5998835505893062,0,2.6634829646165196e-4,0.0444,"Bean, lima, succulent",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,6.554560493761411,2.7836064865741297,0
603039000,0.17108964046146302,0,3.4389017732754066e-5,0.020099999999999996,"Bean, mung, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.8462787261822172,0.7938978031758251,0
603040000,0.8760578605618183,0,1.7608762997292548e-4,0.020099999999999996,"Bean, navy, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,4.333337356361842,4.065122874062024,0
603041000,0.011938278453051537,0,2.3995939690633592e-6,0.0201,"Bean, pink, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,0.0590515653362001,0.0553965337235817,0
603042000,3.1557872361934542,0,6.343132344748843e-4,0.0201,"Bean, pinto, seed",leg_tot,0.004063556919112435,21.550587465673043,1.1774418024765514,15.609803113412068,14.643625104049555,0
